Email_ID,Custom_ID,Solution,Unit,편명,Date,Priority,Alert_type,Message_Number,Work Detail Keyword,ATA_from_Alert,POS_ESN,Plainbody,ASMR,Attachment,Severity,Type,Department,Organization,ATA,ATA_Detail,Trouble Shooting Recommendation,[CHK] NR_Required,[CHK] EngineerReview,Engineer_Comment,MCPI_Plan,Alert Type,NR Priority,NR Number,NR Creation Date,수행 일자,점검 결과,Cost,ATA (2-Letter),Ref_KEY,AC_Type,HL_No.,Status,Folder_ID,Shop Finding,DOC_URL
18d711d600e335df,787_HL7207_AHM_Sun Feb 04 2024 07:36:04 GMT+0900 (Korean Standard Time),AHM,787_HL7207,KE672,2024. 2. 4,,Alert-System,24-1002-S250,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),,,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),N/A,,Minor,,,,,,,FALSE,TRUE,"[장경돈]
￮ Service Information 발송 완료. ",,Service Information,,,,2024. 2. 4,,0,24,787_HL72072024-02-04 08:05:47,787,HL7207,Closed,,N/A,
18d6bdc19a14f349,787_HL8082_AHM_Sat Feb 03 2024 07:06:41 GMT+0900 (Korean Standard Time),AHM,787_HL8082,KE476,2024. 2. 3,,Alert-System,24-1002-S250,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),,,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),N/A,,Minor,,,,,,,FALSE,TRUE,Service Information 발행 완료,,Service Information,,,,2024. 2. 3,,0,24,787_HL80822024-02-03 08:06:12,787,HL8082,Closed,,N/A,
18d6bdc19d718eb9,787_HL8082_AHM_Sat Feb 03 2024 07:06:40 GMT+0900 (Korean Standard Time),AHM,787_HL8082,KE476,2024. 2. 3,,Alert-System,24-1002-S250,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),,,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),N/A,,Minor,,,,,,,FALSE,TRUE,Service Information 발행 완료,,Service Information,,,,2024. 2. 3,,0,24,787_HL80822024-02-03 08:06:16,787,HL8082,Closed,,N/A,
80812024-02-02 09:05:18,,KAL,787_HL8081,KE672,2024. 2. 2,Degraded FWD E/E Cooling Total Flow,,787-KAL-21-003,DEGRADED FWD E/E COOLING TOTAL FLOW,,,DEGRADED FWD E/E COOLING TOTAL FLOW,,,,,,,,,,TRUE,TRUE,"[김재민]
 FWD E/E Cooling Total Flow가 44kg/min 이하로 10 Flight 이내 5번 발생하여 Barrier Filter 및 주변 점검 
  ㅇ 02/08 주간 수행 예정",2/8N 수행 완료,Predictive Alert,MID,11849480,2024. 2. 2,2024. 2. 21,"[김재민] 2024.02.09 - Filter 교환 완료 및 주변 점검 완료
 ㅇ 점검 결과 : AIR LEAK CHKD NML & INSULATION BLANKET AROUND FILTER AREA CHKD NML

 ㅇ FWD E/E Cooling Supply Air Flow 정상 범위로 환원 확인
      - 기존 46 kg/min --> 교환 이후 58 kg/min",5248,21,80812024-02-02 09:05:18,787,HL8081,Closed,,Fault,
18d6a20666068240,787_HL7208_AHM_Fri Feb 02 2024 23:02:01 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE91,2024. 2. 2,,Alert-System,24-1003-S250,R1 VFSG OIL NEEDS SERVICING (24-1003-S250),,,R1 VFSG OIL NEEDS SERVICING (24-1003-S250),N/A,,Minor,,,,,,,FALSE,TRUE,Service Information 발행 완료,,Service Information,,,,2024. 2. 3,,0,24,787_HL72082024-02-03 00:06:56,787,HL7208,Closed,,N/A,
18d6a20668aec881,787_HL7208_AHM_Fri Feb 02 2024 23:01:59 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE91,2024. 2. 2,,Alert-System,24-1003-S250,R1 VFSG OIL NEEDS SERVICING (24-1003-S250),,,R1 VFSG OIL NEEDS SERVICING (24-1003-S250),N/A,,Minor,,,,,,,FALSE,TRUE,Service Information 발행 완료,,Service Information,,,,2024. 2. 3,,0,24,787_HL72082024-02-03 00:06:59,787,HL7208,Closed,,N/A,
83452024-01-30 10:34:13,,KAL,787_HL8345,KE0000,2024. 1. 30,,,787-KAL-26-001,Engine Fire Detector (Left Aft Core - L ENG CH A&B) - F/U,,,Engine Fire Detector (Left Aft Core - L ENG CH A&B) - F/U,,,,,,,,,,TRUE,TRUE,W30 Harness 교환 요청 (Save),217D 수행 완료,Predictive Alert,MID,11837600,2024. 1. 30,2024. 2. 17,"2024-02-17 SAVE 교환(DUE 2024-02-22)
=> 22까지 Trend 모니터링하여 Save 판정예정
==> Trend 지속 유지되어 장탈 Part는 Serviceable 판정
        ** 지속 Monitoring 하여 추가 점검 필요여부 검토 예정
 <System Comment> Monitoring 후 1 Month 경과하여 자동 종결",0,26,83452024-01-30 10:34:13,787,HL8345,Closed,,NFF,
18d564f5f8b10e01,787_HL7207_AHM_Tue Jan 30 2024 02:40:56 GMT+0900 (Korean Standard Time),AHM,787_HL7207,KE673,2024. 1. 30,HIGH,Alert-Service,32-0036-S110,MLG BRAKE 6 APPROACHING WEAR LIMIT (32-0036-S110),,,MLG BRAKE 6 APPROACHING WEAR LIMIT (32-0036-S110),N/A,,Minor,,,,,,,FALSE,TRUE,Service Information 발행,,Service Information,,,,2024. 1. 29,,,32,787_HL72072024-01-30 03:09:00,787,HL7207,Closed,,N/A,
18d58c7b7b99b9ff,787_HL8083_AHM_Tue Jan 30 2024 14:11:37 GMT+0900 (Korean Standard Time),AHM,787_HL8083,KE962,2024. 1. 30,,Alert-Service,49-9013-S040A,APU OIL QUANTITY LOW (49-9013-S040A),,,APU OIL QUANTITY LOW (49-9013-S040A),N/A,,Minor,,,,,,,FALSE,TRUE,"[김민석]
￮ 자체모델 확인 - SD QTY : 9.00, Normal",,No Action,,,,2024. 1. 30,,,49,787_HL80832024-01-30 15:04:54,787,HL8083,Closed,,N/A,
18d50f4d731d02e1,787_HL8081_AHM_Mon Jan 29 2024 01:43:56 GMT+0900 (Korean Standard Time),AHM,787_HL8081,KE74,2024. 1. 29,MEDIUM,Alert-System,21-0184-EIS,LEFT RAM AIR SECONDARY HEAT EXCHANGER EFFICIENCY DEGRADED (21-0184-EIS),,,LEFT RAM AIR SECONDARY HEAT EXCHANGER EFFICIENCY DEGRADED (21-0184-EIS),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
 ㅇ 검토결과 : PECS Temp 정상 및 LAV/GLY Flow 정상으로 Monitoring 의견
      > 동편 (KE73A) - PECS Temp : 77 (Limit : 100 이상) / LAV&GLY FLW : 28 (Limit : 23 이하)
      > 최근 LH HX Cleaning : 2023-09-15 (차기 : 2024-07-09)
      > 제작사 권고사항인 RAF Outlet Air Velocity CHK는 dP Sensor로 모니터링 되고 있으며,
         성능 저하시 PECS Temp로 추세 확인 가능하여 수행 불요 의견",,No Action,,,,2024. 1. 28,,,21,787_HL80812024-01-29 02:05:10,787,HL8081,Closed,,N/A,
18d50c8bad3f61fc,787_HL8345_AHM_Mon Jan 29 2024 00:55:46 GMT+0900 (Korean Standard Time),AHM,787_HL8345,KE945,2024. 1. 29,,Alert-Service,49-9013-S040A,APU OIL QUANTITY LOW (49-9013-S040A),,,APU OIL QUANTITY LOW (49-9013-S040A),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
￮ 자체모델 확인 - SD QTY : 8.75, Normal",,No Action,,,,2024. 1. 28,,,49,787_HL83452024-01-29 01:05:21,787,HL8345,Closed,,N/A,
18d4ea64ed369920,787_HL7209_AHM_Sun Jan 28 2024 14:58:56 GMT+0900 (Korean Standard Time),AHM,787_HL7209,KE946,2024. 1. 28,,Alert-Service,49-9013-S040A,APU OIL QUANTITY LOW (49-9013-S040A),,,APU OIL QUANTITY LOW (49-9013-S040A),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
￮ 자체 모델 확인 - SD QTY : 9.75, Normal ",,No Action,,,,2024. 1. 28,,,49,787_HL72092024-01-28 16:06:56,787,HL7209,Closed,,N/A,
18d49eb50b908a8e,787_HL8082_AHM_Sat Jan 27 2024 16:56:13 GMT+0900 (Korean Standard Time),AHM,787_HL8082,KE74,2024. 1. 27,,Alert-System,24-1004-S250,R2 VFSG OIL NEEDS SERVICING (24-1004-S250),,,R2 VFSG OIL NEEDS SERVICING (24-1004-S250),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
￮ 15~20일 간격으로 4회 재발생. 
￮ Service Information 선발행, 차기 GRD시 Leak Check Order 발행 예정으로 유선 Inform. ",,Service Information,,,,2024. 2. 3,,0,24,787_HL80822024-01-27 17:06:25,787,HL8082,Closed,,N/A,
220_HL8311Thu Jan 25 2024 20:12:26 GMT+0900 (Korean Standard Time),,KAL,220_HL8311, KE1310,2024. 1. 25,,,220-KAL-32-001,No.2 Brake Approaching Wear Limit (96%),,,No.2 Brake Approaching Wear Limit (96%),,,,,,,,,,FALSE,TRUE,[AMS SYS' MSG] Service Information 자동 발송 완료,,Service Information,,,,2024. 1. 25,[AMS SYS' MSG] 자동 종결,,32,220_HL8311Thu Jan 25 2024 20:12:26 GMT+0900 (Korean Standard Time),220,HL8311,Closed,,N/A,
18d40eedcf80f039,787_HL8083_AHM_Thu Jan 25 2024 23:03:29 GMT+0900 (Korean Standard Time),AHM,787_HL8083,KE91,2024. 1. 25,,Alert-Service,49-9013-S040A,APU OIL QUANTITY LOW (49-9013-S040A),,,APU OIL QUANTITY LOW (49-9013-S040A),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
￮ 자체 모델 확인 결과, SD시 QTY 9.25로 정상. ",,No Action,,,,2024. 1. 25,,,49,787_HL80832024-01-26 00:07:16,787,HL8083,Closed,,N/A,
18d3f5fa4adc5b9f,787_HL8345_AHM_Thu Jan 25 2024 15:47:26 GMT+0900 (Korean Standard Time),AHM,787_HL8345,KE673,2024. 1. 25,,Alert-Service,49-9013-S040A,APU OIL QUANTITY LOW (49-9013-S040A),,,APU OIL QUANTITY LOW (49-9013-S040A),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
•ShutDown 후 Oil QTY 9.25qt로 정상. ",,No Action,,,,2024. 1. 25,,,49,787_HL83452024-01-25 16:07:10,787,HL8345,Closed,,N/A,
18d3f65c0035548d,787_HL7206_AHM_Thu Jan 25 2024 15:54:08 GMT+0900 (Korean Standard Time),AHM,787_HL7206,KE677,2024. 1. 25,,Alert-System,32-0010-C001,BRAKES 1 AND 2:  HIGH AXLE-MATE BRAKE TEMPERATURE DIFFERENTIAL (32-0010-C001),,,BRAKES 1 AND 2:  HIGH AXLE-MATE BRAKE TEMPERATURE DIFFERENTIAL (32-0010-C001),N/A,,Minor,,,,,,,TRUE,TRUE,FIM 절차에 따라 점검 권고,1/28N 수행 완료,Predictive Alert,MID,11823800,2024. 1. 25,2024. 1. 29,점검 결과 정상,14432,32,787_HL72062024-01-25 16:07:08,787,HL7206,Closed,,NFF,
18d3fc98c438628e,787_HL8085_AHM_Thu Jan 25 2024 17:43:06 GMT+0900 (Korean Standard Time),AHM,787_HL8085,KE408,2024. 1. 25,,Alert-System,24-1002-S250,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),,,L2 VFSG OIL NEEDS SERVICING (24-1002-S250),N/A,,Minor,,,,,,,FALSE,TRUE,"[장경돈]
￮ Service Information 발송 완료. ",,Service Information,,,,2024. 1. 25,1. 2024-01-26(D) 2QT 보급 후 1QT Drain,0,24,787_HL80852024-01-25 19:06:52,787,HL8085,Closed,,N/A,
18d3f2162d8d87bf,787_HL7207_AHM_Thu Jan 25 2024 14:39:26 GMT+0900 (Korean Standard Time),AHM,787_HL7207,KE73,2024. 1. 25,MEDIUM,Alert-Service,32-0011-S090,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),,,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 25,,,32,787_HL72072024-01-25 15:05:44,787,HL7207,Closed,,N/A,
18d37fabce07eb80,787_HL8390_AHM_Wed Jan 24 2024 05:19:54 GMT+0900 (Korean Standard Time),AHM,787_HL8390,KE407,2024. 1. 24,MEDIUM,Alert-Service,32-0013-S090,MLG TIRE PRESSURE 5 BELOW SERVICING LIMIT (32-0013-S090),,,MLG TIRE PRESSURE 5 BELOW SERVICING LIMIT (32-0013-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL83902024-01-24 06:10:42,787,HL8390,Closed,,N/A,
18d37fabfa4f5ff9,787_HL8390_AHM_Wed Jan 24 2024 05:19:54 GMT+0900 (Korean Standard Time),AHM,787_HL8390,KE407,2024. 1. 24,MEDIUM,Alert-Service,32-0011-S090,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),,,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL83902024-01-24 06:10:44,787,HL8390,Closed,,N/A,
18d37fabd25d0af5,787_HL8390_AHM_Wed Jan 24 2024 05:19:53 GMT+0900 (Korean Standard Time),AHM,787_HL8390,KE407,2024. 1. 24,MEDIUM,Alert-Service,32-0016-S090,MLG TIRE PRESSURE 8 BELOW SERVICING LIMIT (32-0016-S090),,,MLG TIRE PRESSURE 8 BELOW SERVICING LIMIT (32-0016-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL83902024-01-24 06:10:46,787,HL8390,Closed,,N/A,
18d37fabde8c35aa,787_HL8390_AHM_Wed Jan 24 2024 05:19:53 GMT+0900 (Korean Standard Time),AHM,787_HL8390,KE407,2024. 1. 24,MEDIUM,Alert-Service,32-0015-S090,MLG TIRE PRESSURE 7 BELOW SERVICING LIMIT (32-0015-S090),,,MLG TIRE PRESSURE 7 BELOW SERVICING LIMIT (32-0015-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL83902024-01-24 06:10:48,787,HL8390,Closed,,N/A,
18d3750ab1e7f06c,787_HL8391_AHM_Wed Jan 24 2024 02:14:07 GMT+0900 (Korean Standard Time),AHM,787_HL8391,KE673,2024. 1. 24,MEDIUM,Alert-Service,32-0014-S090,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),,,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL83912024-01-24 03:13:09,787,HL8391,Closed,,N/A,
18d36df0ef5e0a22,787_HL8085_AHM_Wed Jan 24 2024 00:10:02 GMT+0900 (Korean Standard Time),AHM,787_HL8085,KE475,2024. 1. 24,MEDIUM,Alert-Service,32-0018-S090,RIGHT NLG TIRE PRESSURE BELOW SERVICING LIMIT (32-0018-S090),,,RIGHT NLG TIRE PRESSURE BELOW SERVICING LIMIT (32-0018-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL80852024-01-24 01:07:22,787,HL8085,Closed,,N/A,
18d36df168fadb97,787_HL8085_AHM_Wed Jan 24 2024 00:10:02 GMT+0900 (Korean Standard Time),AHM,787_HL8085,KE475,2024. 1. 24,MEDIUM,Alert-Service,32-0014-S090,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),,,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL80852024-01-24 01:07:25,787,HL8085,Closed,,N/A,
18d3b2ead8718d66,330_HL8002_SPM_Wed Jan 24 2024 20:15:28 GMT+0900 (Korean Standard Time),SPM,330_HL8002,KE2249,2024. 1. 24,HIGH,,,RH MLG SLOW TO RETRACT,3231,,RH MLG SLOW TO RETRACT,N/A,,Minor,,,,,,,TRUE,TRUE,"[박창훈]
 ￮ RH MLG Retraction Time 17sec 초과, 3회 이상 누적 
 ￮ 중정비 출고 항공기 (12/12 ~ 01/09)
 ￮ TRP : 2014-10-31
 ￮ 권고 사항
   - Detail Visual Insp'
   - Lubrication 
   - Ret' ACT' Bleed 
 ￮ 재고 현황
   - P/N : 10-211301-001(GOH - ICN :1, PUS:1)",1/25D 수행 완료,Predictive Alert,HIGH,11821644,2024. 1. 25,2024. 2. 11,"<2/5>
 1. Monitoring 결과 정상
 2. Save part Unserviceable 판정, 현장 Feedback, Shop Finding 요청 완료
<2/3>
  - 후속편 Monitoring 결과 Ret/Ext 모두 정상 확인
<2/1>
  1. Ret Time 26 sec, DOORS NOT CLOSED Warning 발생. 
  2. Operation Test 결과 우측 RET 속도 살짝 느림.
  3. RET ACT' SAVE 교환 완료 - 인천점검.
  4. Monitoring 후 SAVE 판정 및 Case Close 예정
<1/25 D> - 작업자 : 한준균 
  1. Visual Insp' Normal
  2. RH MLG Lub / Actuator Bleeding 수행 완료. 
  3. Rect'는 느리게, Ext'은 빠르게 진행됨. Fluid Flow를 조절하는 부분에서 결함 발생 추정.
  3. Actuator 내부의 Restrictor or Check Valve의 영향 or Delay Valve 영향, 재발시 검토 ",167200,32,330_HL80022024-01-24 21:08:28,330,HL8002,Closed,,Fault,https://docs.google.com/open?id=1uE9n-A89jhXcS_m5XSiSt8lhKpFgtrjd_Z5suiK_ITE
83132024-01-24 07:14:33,,LIEBHERR,220_HL8313,KE195,2024. 1. 24,,,,NO.1 PRSOV DEGRADATION,,,NO.1 PRSOV DEGRADATION,,,,,,,,,,TRUE,TRUE,"[김재민]
 ￮ GMP LINE PRSOV 교환 요청

 ￮ No.1 ENG PRSOV
    - P/N : 70115B010001 (GOH 0ea, CUS 1ea)
    - S/N : 70115-00215
    - Install Date : 2023-07-06
    ※ 중정비를 위한 자재 예약 되어있으나 입고일 여유있어 해당 건에 CUS 자재 사용 의견
",1/24N 수행 완료,Predictive Alert,HIGH,11817844,2024. 1. 24,2024. 1. 25,"<01-24N>
PRSOV Changed (Canni From HL8314 #2 ENG) & Sense line INSP Normal.
Shop finding 요청 / LIebherr 회신 제공 완료",8000,36,83132024-01-24 07:14:33,220,HL8313,Closed,,Fault,
77062024-01-24 08:55:06,,KAL,737_HL7706,KE0000,2024. 1. 24,,,737-KAL-49-001,APU Oil Temperature High (추가 작업),,,APU Oil Temperature High (추가 작업),,,,,,,,,,TRUE,FALSE,,1/24N 수행 완료,Predictive Alert,MID,11816772,2024. 1. 24,2024. 1. 25,"<01-24N>
1. APU Oil TCV Replaced (canni from Spare APU)
2. TCV 교환 후 Temp 정상 범위로 하락. 
3. Derail Shop Finding 요청. 

<02-14>
Shop Finding : NOT OPERATED THERMOSTST",8000,49,77062024-01-24 08:55:06,737,HL7706,Closed,,Fault,
18d36df12f5b46d4,787_HL8085_AHM_Wed Jan 24 2024 00:10:01 GMT+0900 (Korean Standard Time),AHM,787_HL8085,KE475,2024. 1. 24,MEDIUM,Alert-Service,32-0009-S090,MLG TIRE PRESSURE 1 BELOW THE SERVICING LIMIT (32-0009-S090),,,MLG TIRE PRESSURE 1 BELOW THE SERVICING LIMIT (32-0009-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL80852024-01-24 01:07:29,787,HL8085,Closed,,N/A,
220_HL8313Tue Jan 23 2024 09:12:49 GMT+0900 (Korean Standard Time),,KAL,220_HL8313, KE1806,2024. 1. 23,,,220-KAL-32-001,No.4 Brake Approaching Wear Limit (96%),,,No.4 Brake Approaching Wear Limit (96%),,,,,,,,,,FALSE,TRUE,[AMS SYS' MSG] Service Information 자동 발송 완료,,Service Information,,,,2024. 1. 23,[AMS SYS' MSG] 자동 종결,,32,220_HL8313Tue Jan 23 2024 09:12:49 GMT+0900 (Korean Standard Time),220,HL8313,Closed,,N/A,
18d368f91725dc14,787_HL7209_AHM_Tue Jan 23 2024 22:43:11 GMT+0900 (Korean Standard Time),AHM,787_HL7209,KE91,2024. 1. 23,,Alert-System,21-0194L-S704,FLUID LEAK ON LEFT PECS SYSTEM (21-0194L-S704),,,FLUID LEAK ON LEFT PECS SYSTEM (21-0194L-S704),N/A,,Minor,,,,,,,FALSE,TRUE,"[남태영]
￮ Air Bubble에 의해 일시적으로 QTY가 상승한것으로 추정. 
￮ 2023-12-15 // 동일한 현상 발생.
￮ 정상 Level 유지하고 있으므로, Monitoring 의견.",,No Action,,,,2024. 2. 3,,,21,787_HL72092024-01-24 00:06:24,787,HL7209,Closed,,N/A,
18d369c7f822a465,787_HL7208_AHM_Tue Jan 23 2024 22:57:20 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE671,2024. 1. 23,MEDIUM,Alert-Service,32-0010-S090,MLG TIRE PRESSURE 2 BELOW SERVICING IMIT (32-0010-S090),,,MLG TIRE PRESSURE 2 BELOW SERVICING IMIT (32-0010-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL72082024-01-24 00:06:14,787,HL7208,Closed,,N/A,
18d369c7b3a4522e,787_HL7208_AHM_Tue Jan 23 2024 22:57:19 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE671,2024. 1. 23,MEDIUM,Alert-Service,32-0015-S090,MLG TIRE PRESSURE 7 BELOW SERVICING LIMIT (32-0015-S090),,,MLG TIRE PRESSURE 7 BELOW SERVICING LIMIT (32-0015-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL72082024-01-24 00:06:16,787,HL7208,Closed,,N/A,
18d369c7cd19a50a,787_HL7208_AHM_Tue Jan 23 2024 22:57:19 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE671,2024. 1. 23,MEDIUM,Alert-Service,32-0009-S090,MLG TIRE PRESSURE 1 BELOW THE SERVICING LIMIT (32-0009-S090),,,MLG TIRE PRESSURE 1 BELOW THE SERVICING LIMIT (32-0009-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL72082024-01-24 00:06:17,787,HL7208,Closed,,N/A,
18d369c7e51183a5,787_HL7208_AHM_Tue Jan 23 2024 22:57:19 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE671,2024. 1. 23,MEDIUM,Alert-Service,32-0013-S090,MLG TIRE PRESSURE 5 BELOW SERVICING LIMIT (32-0013-S090),,,MLG TIRE PRESSURE 5 BELOW SERVICING LIMIT (32-0013-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL72082024-01-24 00:06:19,787,HL7208,Closed,,N/A,
18d369c7e710b0e9,787_HL7208_AHM_Tue Jan 23 2024 22:57:19 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE671,2024. 1. 23,MEDIUM,Alert-Service,32-0014-S090,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),,,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL72082024-01-24 00:06:20,787,HL7208,Closed,,N/A,
18d369c7a91cfb26,787_HL7208_AHM_Tue Jan 23 2024 22:57:18 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE671,2024. 1. 23,MEDIUM,Alert-Service,32-0011-S090,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),,,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 23,,,32,787_HL72082024-01-24 00:06:21,787,HL7208,Closed,,N/A,
18d368f8f099796f,787_HL7209_AHM_Tue Jan 23 2024 22:43:18 GMT+0900 (Korean Standard Time),AHM,787_HL7209,KE91,2024. 1. 23,,Alert-Service,49-9013-S040A,APU OIL QUANTITY LOW (49-9013-S040A),,,APU OIL QUANTITY LOW (49-9013-S040A),N/A,,Minor,,,,,,,FALSE,TRUE,"[박창훈]
 ￮ Shutdown 후 Oil QTY 9.25로 정상
 ￮ 2023/12/20 APU 교환 이후, ES 시에 Oil QTY 줄어드는 현상 생김. 
   - AHM 발행 시 자체 Trend 확인 필요.  ",,No Action,,,,2024. 1. 23,,,49,787_HL72092024-01-24 00:06:22,787,HL7209,Closed,,N/A,
18d31ee01af60f03,787_HL7208_AHM_Tue Jan 23 2024 01:08:14 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE961,2024. 1. 23,MEDIUM,Alert-Service,32-0010-S090,MLG TIRE PRESSURE 2 BELOW SERVICING IMIT (32-0010-S090),,,MLG TIRE PRESSURE 2 BELOW SERVICING IMIT (32-0010-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 22,,,32,787_HL72082024-01-23 02:07:17,787,HL7208,Closed,,N/A,
18d31edf8e4e3e68,787_HL7208_AHM_Tue Jan 23 2024 01:08:13 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE961,2024. 1. 23,MEDIUM,Alert-Service,32-0014-S090,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),,,MLG TIRE PRESSURE 6 BELOW SERVICING LIMIT (32-0014-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 22,,,32,787_HL72082024-01-23 02:07:19,787,HL7208,Closed,,N/A,
18d31edfb8cda5d6,787_HL7208_AHM_Tue Jan 23 2024 01:08:13 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE961,2024. 1. 23,MEDIUM,Alert-Service,32-0015-S090,MLG TIRE PRESSURE 7 BELOW SERVICING LIMIT (32-0015-S090),,,MLG TIRE PRESSURE 7 BELOW SERVICING LIMIT (32-0015-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 22,,,32,787_HL72082024-01-23 02:07:21,787,HL7208,Closed,,N/A,
18d31edf6da20733,787_HL7208_AHM_Tue Jan 23 2024 01:08:12 GMT+0900 (Korean Standard Time),AHM,787_HL7208,KE961,2024. 1. 23,MEDIUM,Alert-Service,32-0011-S090,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),,,MLG TIRE PRESSURE 3 BELOW SERVICING LIMIT (32-0011-S090),N/A,,Minor,,,,,,,FALSE,TRUE,자체 Trend 확인 결과 정상으로 Monitoring,,No Action,,,,2024. 1. 22,,,32,787_HL72082024-01-23 02:07:24,787,HL7208,Closed,,N/A,
